date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
2021-10-01,2021,0,,SEA,ANA,1497.70179523566,1478.15638355694,0.5623407982828341,0.4376592017171659,,,1484.86291490991,1489.90979813406,,,,,,,0.5453359006434952,0.45466409935650476,,,,
2021-10-01,2021,0,,LAD,MIL,1595.24091214439,1544.7872499585,0.6055368591432639,0.39446314085673606,,,1602.4196313157,1542.56174552803,,,,,,,0.6253170445940037,0.3746829554059963,,,,
2021-10-01,2021,0,,SFG,SDP,1567.18513229371,1514.20620080363,0.6090037247902605,0.39099627520973945,,,1547.80015435408,1535.51541093317,,,,,,,0.5503411606960701,0.4496588393039299,,,,
2021-10-01,2021,0,,ARI,COL,1446.65404633497,1490.31986980163,0.47172879106173454,0.5282712089382655,,,1447.67857436513,1469.41469378385,,,,,,,0.5017651012141728,0.49823489878582716,,,,
2021-10-01,2021,0,,STL,CHC,1501.87120171654,1459.83471765656,0.5939060389969069,0.40609396100309314,,,1499.58462351236,1466.12765827776,,,,,,,0.5772761656616978,0.4227238343383022,,,,
2021-10-01,2021,0,,KCR,MIN,1471.646204658,1482.60276084942,0.5187622108541979,0.48123778914580206,,,1469.47558398082,1493.97650389734,,,,,,,0.5011203086988324,0.4988796913011676,,,,
2021-10-01,2021,0,,HOU,OAK,1566.45234850166,1531.00814134585,0.5847220043774387,0.4152779956225613,,,1568.48700702334,1522.16382411622,,,,,,,0.6113115533573591,0.3886884466426409,,,,
2021-10-01,2021,0,,CHW,DET,1534.09289415172,1471.38331136005,0.6222573200047452,0.3777426799952548,,,1538.12751855254,1467.40352099158,,,,,,,0.640637489414969,0.359362510585031,,,,
2021-10-01,2021,0,,TEX,CLE,1431.70764117931,1496.85625815975,0.4410577152254637,0.5589422847745362,,,1433.89542214662,1501.58652791649,,,,,,,0.4472838649571338,0.5527161350428662,,,,
2021-10-01,2021,0,,ATL,NYM,1549.76134517828,1491.72666173945,0.6159113363895317,0.38408866361046834,,,1545.78649154653,1513.23812627799,,,,,,,0.588011600476636,0.41198839952336397,,,,
2021-10-01,2021,0,,FLA,PHI,1474.41201421677,1503.67164077557,0.49243136709550783,0.5075686329044922,,,1467.7166661226,1504.05382005797,,,,,,,0.476438410937788,0.5235615890622121,,,,
2021-10-01,2021,0,,TOR,BAL,1530.03383020797,1423.8516565553,0.6790455139434595,0.32095448605654053,,,1529.53702401178,1415.17727098673,,,,,,,0.6958845263422188,0.30411547365778124,,,,
2021-10-01,2021,0,,WSN,BOS,1487.77753321268,1523.97454764482,0.4824542925406127,0.5175457074593873,,,1496.60190060511,1520.93691867958,,,,,,,0.4685907014461677,0.5314092985538323,,,,
2021-10-01,2021,0,,NYY,TBD,1556.29741930745,1576.16967999823,0.5059400149038527,0.49405998509614735,,,1566.8104067249,1571.22411836442,,,,,,,0.5274087010599726,0.4725912989400274,,,,
2021-10-01,2021,0,,PIT,CIN,1429.45560263725,1521.14990443105,0.4037944026511957,0.5962055973488043,,,1421.31608515729,1516.6100577261,,,,,,,0.39655909014105084,0.6034409098589492,,,,
2021-09-30,2021,0,,LAD,SDP,1595.24091214439,1514.20620080363,0.6467144962620908,0.35328550373790923,,,1602.4196313157,1535.51541093317,,,,,,,0.6207044282707425,0.37929557172925754,,,,
2021-09-30,2021,0,,SFG,ARI,1567.18513229371,1446.65404633497,0.6967750776681046,0.30322492233189535,,,1547.80015435408,1447.67857436513,,,,,,,0.6670257359849397,0.33297426401506025,,,,
2021-09-30,2021,0,,KCR,CLE,1471.646204658,1496.85625815975,0.49825860006926626,0.5017413999307337,,,1469.47558398082,1501.58652791649,,,,,,,0.4955460127377409,0.5044539872622591,,,,
2021-09-30,2021,0,,MIN,DET,1482.60276084942,1471.38331136005,0.5505119632241959,0.44948803677580407,,,1493.97650389734,1467.40352099158,,,,,,,0.5758574061862209,0.42414259381377906,,,,
2021-09-30,2021,0,,ATL,PHI,1549.76134517828,1503.67164077557,0.5995207836634981,0.40047921633650185,,,1545.78649154653,1504.05382005797,,,,,,,0.5920132293875627,0.40798677061243727,,,,
2021-09-30,2021,0,,NYM,FLA,1491.72666173945,1474.41201421677,0.5591778881861985,0.4408221118138015,,,1513.23812627799,1467.7166661226,,,,,,,0.5987117458646787,0.4012882541353213,,,,
2021-09-30,2021,0,,HOU,TBD,1566.45234850166,1576.16967999823,0.5205428415182541,0.47945715848174586,,,1568.48700702334,1571.22411836442,,,,,,,0.5278076241191165,0.4721923758808835,,,,
2021-09-30,2021,0,,TOR,NYY,1530.03383020797,1556.29741930745,0.49674247951727935,0.5032575204827207,,,1529.53702401178,1566.8104067249,,,,,,,0.49231925392839576,0.5076807460716042,,,,
2021-09-30,2021,0,,BAL,BOS,1423.8516565553,1523.97454764482,0.3921702938443521,0.6078297061556479,,,1415.17727098673,1520.93691867958,,,,,,,0.37529852702355687,0.6247014729764431,,,,
2021-09-30,2021,0,,PIT,CHC,1429.45560263725,1459.83471765656,0.49082074698226175,0.5091792530177383,,,1421.31608515729,1466.12765827776,,,,,,,0.4635059555030716,0.5364940444969284,,,,
2021-09-30,2021,0,,TEX,ANA,1431.70764117931,1478.15638355694,0.4677385453034048,0.5322614546965951,,,1433.89542214662,1489.90979813406,,,,,,,0.45462827306239817,0.5453717269376018,,,,
2021-09-30,2021,0,,STL,MIL,1501.87120171654,1544.7872499585,0.47280448427863575,0.5271955157213642,,,1499.58462351236,1542.56174552803,,,,,,,0.4759904212481322,0.5240095787518678,,,,
2021-09-29,2021,0,,SEA,OAK,1497.70179523566,1531.00814134585,0.48661029348935164,0.5133897065106483,,,1484.86291490991,1522.16382411622,,,,,,,0.501244624305383,0.49875537569461703,,,,
2021-09-29,2021,0,,LAD,SDP,1595.24091214439,1514.20620080363,0.6467144962620908,0.35328550373790923,,,1602.4196313157,1535.51541093317,,,,,,,0.6207044282707425,0.37929557172925754,,,,
2021-09-29,2021,0,,SFG,ARI,1567.18513229371,1446.65404633497,0.6967750776681046,0.30322492233189535,,,1547.80015435408,1447.67857436513,,,,,,,0.6670257359849397,0.33297426401506025,,,,
2021-09-29,2021,0,,KCR,CLE,1471.646204658,1496.85625815975,0.49825860006926626,0.5017413999307337,,,1469.47558398082,1501.58652791649,,,,,,,0.4955460127377409,0.5044539872622591,,,,
2021-09-29,2021,0,,HOU,TBD,1566.45234850166,1576.16967999823,0.5205428415182541,0.47945715848174586,,,1568.48700702334,1571.22411836442,,,,,,,0.5278076241191165,0.4721923758808835,,,,
2021-09-29,2021,0,,CHW,CIN,1534.09289415172,1521.14990443105,0.5529657728536543,0.44703422714634566,,,1538.12751855254,1516.6100577261,,,,,,,0.562691080246336,0.43730891975366404,,,,
2021-09-29,2021,0,,TEX,ANA,1431.70764117931,1478.15638355694,0.4677385453034048,0.5322614546965951,,,1433.89542214662,1489.90979813406,,,,,,,0.45462827306239817,0.5453717269376018,,,,
2021-09-29,2021,0,,STL,MIL,1501.87120171654,1544.7872499585,0.47280448427863575,0.5271955157213642,,,1499.58462351236,1542.56174552803,,,,,,,0.4759904212481322,0.5240095787518678,,,,
2021-09-29,2021,0,,MIN,DET,1482.60276084942,1471.38331136005,0.5505119632241959,0.44948803677580407,,,1493.97650389734,1467.40352099158,,,,,,,0.5758574061862209,0.42414259381377906,,,,
2021-09-29,2021,0,,ATL,PHI,1549.76134517828,1503.67164077557,0.5995207836634981,0.40047921633650185,,,1545.78649154653,1504.05382005797,,,,,,,0.5920132293875627,0.40798677061243727,,,,
2021-09-29,2021,0,,NYM,FLA,1491.72666173945,1474.41201421677,0.5591778881861985,0.4408221118138015,,,1513.23812627799,1467.7166661226,,,,,,,0.5987117458646787,0.4012882541353213,,,,
2021-09-29,2021,0,,TOR,NYY,1530.03383020797,1556.29741930745,0.49674247951727935,0.5032575204827207,,,1529.53702401178,1566.8104067249,,,,,,,0.49231925392839576,0.5076807460716042,,,,
2021-09-29,2021,0,,BAL,BOS,1423.8516565553,1523.97454764482,0.3921702938443521,0.6078297061556479,,,1415.17727098673,1520.93691867958,,,,,,,0.37529852702355687,0.6247014729764431,,,,
2021-09-29,2021,0,,PIT,CHC,1429.45560263725,1459.83471765656,0.49082074698226175,0.5091792530177383,,,1421.31608515729,1466.12765827776,,,,,,,0.4635059555030716,0.5364940444969284,,,,
2021-09-29,2021,0,,COL,WSN,1490.31986980163,1487.77753321268,0.5381233565922952,0.46187664340770485,,,1469.41469378385,1496.60190060511,,,,,,,0.5143392447807297,0.4856607552192703,,,,
2021-09-28,2021,0,,SEA,OAK,1497.70179523566,1531.00814134585,0.48661029348935164,0.5133897065106483,,,1484.86291490991,1522.16382411622,,,,,,,0.501244624305383,0.49875537569461703,,,,
2021-09-28,2021,0,,LAD,SDP,1595.24091214439,1514.20620080363,0.6467144962620908,0.35328550373790923,,,1602.4196313157,1535.51541093317,,,,,,,0.6197519580390316,0.3802480419609684,,,,
2021-09-28,2021,0,,SFG,ARI,1567.18513229371,1446.65404633497,0.6967750776681046,0.30322492233189535,,,1547.80015435408,1447.67857436513,,,,,,,0.6665706288079271,0.33342937119207294,,,,
2021-09-28,2021,0,,COL,WSN,1490.31986980163,1487.77753321268,0.5381233565922952,0.46187664340770485,,,1469.41469378385,1496.60190060511,,,,,,,0.5143392447807297,0.4856607552192703,,,,
2021-09-28,2021,0,,KCR,CLE,1471.646204658,1496.85625815975,0.49825860006926626,0.5017413999307337,,,1469.47558398082,1501.58652791649,,,,,,,0.49565301684332846,0.5043469831566716,,,,
2021-09-28,2021,0,,HOU,TBD,1566.45234850166,1576.16967999823,0.5205428415182541,0.47945715848174586,,,1568.48700702334,1571.22411836442,,,,,,,0.5266665682001718,0.47333343179982823,,,,
2021-09-28,2021,0,,CHW,CIN,1534.09289415172,1521.14990443105,0.5529657728536543,0.44703422714634566,,,1538.12751855254,1516.6100577261,,,,,,,0.562488634999109,0.43751136500089105,,,,
2021-09-28,2021,0,,TEX,ANA,1431.70764117931,1478.15638355694,0.4677385453034048,0.5322614546965951,,,1433.89542214662,1489.90979813406,,,,,,,0.4545972031936966,0.5454027968063033,,,,
2021-09-28,2021,0,,STL,MIL,1501.87120171654,1544.7872499585,0.47280448427863575,0.5271955157213642,,,1499.58462351236,1542.56174552803,,,,,,,0.4761912356728817,0.5238087643271183,,,,
2021-09-28,2021,0,,MIN,DET,1482.60276084942,1471.38331136005,0.5505119632241959,0.44948803677580407,,,1493.97650389734,1467.40352099158,,,,,,,0.5794114535590024,0.42058854644099763,,,,
2021-09-28,2021,0,,ATL,PHI,1549.76134517828,1503.67164077557,0.5995207836634981,0.40047921633650185,,,1545.78649154653,1504.05382005797,,,,,,,0.5904444643502846,0.40955553564971536,,,,
2021-09-28,2021,0,,NYM,FLA,1491.72666173945,1474.41201421677,0.5591778881861985,0.4408221118138015,,,1513.23812627799,1467.7166661226,,,,,,,0.5991509581039041,0.40084904189609594,,,,
2021-09-28,2021,0,,TOR,NYY,1530.03383020797,1556.29741930745,0.49674247951727935,0.5032575204827207,,,1529.53702401178,1566.8104067249,,,,,,,0.4884256077913908,0.5115743922086091,,,,
2021-09-28,2021,0,,BAL,BOS,1423.8516565553,1523.97454764482,0.3921702938443521,0.6078297061556479,,,1415.17727098673,1520.93691867958,,,,,,,0.3751651722783101,0.62483482772169,,,,
2021-09-28,2021,0,,PIT,CHC,1429.45560263725,1459.83471765656,0.49082074698226175,0.5091792530177383,,,1421.31608515729,1466.12765827776,,,,,,,0.46397933900094757,0.5360206609990524,,,,
2021-09-27,2021,0,,SEA,OAK,1497.70179523566,1531.00814134585,0.48661029348935164,0.5133897065106483,,,1484.86291490991,1522.16382411622,,,,,,,0.5007359725572651,0.4992640274427349,,,,
2021-09-27,2021,0,,COL,WSN,1490.31986980163,1487.77753321268,0.5381233565922952,0.46187664340770485,,,1469.41469378385,1496.60190060511,,,,,,,0.5189324022749302,0.4810675977250698,,,,
2021-09-26,2021,0,,SDP,ATL,1514.20620080363,1549.76134517828,0.4833769390899123,0.5166230609100877,,,1535.51541093317,1545.78649154653,,,,,,,0.5250299815407538,0.47497001845924625,,,,
2021-09-26,2021,0,,ARI,LAD,1446.65404633497,1595.24091214439,0.3280143453077428,0.6719856546922571,,,1447.67857436513,1602.4196313157,,,,,,,0.32707178451190166,0.6729282154880983,,,,
2021-09-26,2021,0,,OAK,HOU,1531.00814134585,1566.45234850166,0.4835364158053751,0.5164635841946249,,,1522.16382411622,1568.48700702334,,,,,,,0.45817520421372065,0.5418247957862794,,,,
2021-09-26,2021,0,,ANA,SEA,1478.15638355694,1497.70179523566,0.5064103166620199,0.49358968333798015,,,1489.90979813406,1484.86291490991,,,,,,,0.5321762205955611,0.46782377940443887,,,,
2021-09-26,2021,0,,COL,SFG,1490.31986980163,1567.18513229371,0.4245025184958598,0.5754974815041403,,,1469.41469378385,1547.80015435408,,,,,,,0.4252770833696549,0.5747229166303451,,,,
2021-09-26,2021,0,,CHC,STL,1459.83471765656,1501.87120171654,0.4740667052863026,0.5259332947136974,,,1466.12765827776,1499.58462351236,,,,,,,0.4948501550965948,0.5051498449034052,,,,
2021-09-26,2021,0,,MIN,TOR,1482.60276084942,1530.03383020797,0.4663310091161607,0.5336689908838392,,,1493.97650389734,1529.53702401178,,,,,,,0.47561467965452386,0.5243853203454761,,,,
2021-09-26,2021,0,,MIL,NYM,1544.7872499585,1491.72666173945,0.6091156474405597,0.3908843525594403,,,1542.56174552803,1513.23812627799,,,,,,,0.5751092752715432,0.4248907247284568,,,,
2021-09-26,2021,0,,TBD,FLA,1576.16967999823,1474.41201421677,0.6734694926884618,0.3265305073115382,,,1571.22411836442,1467.7166661226,,,,,,,0.679926074827868,0.32007392517213196,,,,
2021-09-26,2021,0,,DET,KCR,1471.38331136005,1471.646204658,0.5341073908513143,0.4658926091486857,,,1467.40352099158,1469.47558398082,,,,,,,0.5293396763275836,0.4706603236724164,,,,
2021-09-26,2021,0,,CLE,CHW,1496.85625815975,1534.09289415172,0.4809601605496375,0.5190398394503625,,,1501.58652791649,1538.12751855254,,,,,,,0.475200852320275,0.524799147679725,,,,
2021-09-26,2021,0,,CIN,WSN,1521.14990443105,1487.77753321268,0.5818231038671559,0.41817689613284414,,,1516.6100577261,1496.60190060511,,,,,,,0.5810418168662981,0.4189581831337019,,,,
2021-09-26,2021,0,,PHI,PIT,1503.67164077557,1429.45560263725,0.6376957506918716,0.36230424930812843,,,1504.05382005797,1421.31608515729,,,,,,,0.6498083480737319,0.3501916519262681,,,,
2021-09-26,2021,0,,BAL,TEX,1423.8516565553,1431.70764117931,0.5232163992100836,0.47678360078991644,,,1415.17727098673,1433.89542214662,,,,,,,0.5128073545760096,0.48719264542399043,,,,
2021-09-25,2021,0,,BOS,NYY,1523.97454764482,1556.29741930745,0.48802471544332815,0.5119752845566719,,,1520.93691867958,1566.8104067249,,,,,,,0.48493695740404597,0.515063042595954,,,,
2021-09-25,2021,0,,ANA,SEA,1478.15638355694,1497.70179523566,0.5064103166620199,0.49358968333798015,,,1489.90979813406,1484.86291490991,,,,,,,0.5321762205955611,0.46782377940443887,,,,
2021-09-25,2021,0,,SDP,ATL,1514.20620080363,1549.76134517828,0.4833769390899123,0.5166230609100877,,,1535.51541093317,1545.78649154653,,,,,,,0.5250299815407538,0.47497001845924625,,,,
2021-09-25,2021,0,,COL,SFG,1490.31986980163,1567.18513229371,0.4245025184958598,0.5754974815041403,,,1469.41469378385,1547.80015435408,,,,,,,0.4252770833696549,0.5747229166303451,,,,
2021-09-25,2021,0,,ARI,LAD,1446.65404633497,1595.24091214439,0.3280143453077428,0.6719856546922571,,,1447.67857436513,1602.4196313157,,,,,,,0.32707178451190166,0.6729282154880983,,,,
2021-09-25,2021,0,,MIN,TOR,1482.60276084942,1530.03383020797,0.4663310091161607,0.5336689908838392,,,1493.97650389734,1529.53702401178,,,,,,,0.47561467965452386,0.5243853203454761,,,,
2021-09-25,2021,0,,MIL,NYM,1544.7872499585,1491.72666173945,0.6091156474405597,0.3908843525594403,,,1542.56174552803,1513.23812627799,,,,,,,0.5751092752715432,0.4248907247284568,,,,
2021-09-25,2021,0,,CIN,WSN,1521.14990443105,1487.77753321268,0.5818231038671559,0.41817689613284414,,,1516.6100577261,1496.60190060511,,,,,,,0.5810418168662981,0.4189581831337019,,,,
2021-09-25,2021,0,,BAL,TEX,1423.8516565553,1431.70764117931,0.5232163992100836,0.47678360078991644,,,1415.17727098673,1433.89542214662,,,,,,,0.5128073545760096,0.48719264542399043,,,,
2021-09-25,2021,0,,TBD,FLA,1576.16967999823,1474.41201421677,0.6734694926884618,0.3265305073115382,,,1571.22411836442,1467.7166661226,,,,,,,0.679926074827868,0.32007392517213196,,,,
2021-09-25,2021,0,,DET,KCR,1471.38331136005,1471.646204658,0.5341073908513143,0.4658926091486857,,,1467.40352099158,1469.47558398082,,,,,,,0.5293396763275836,0.4706603236724164,,,,
2021-09-25,2021,0,,CLE,CHW,1496.85625815975,1534.09289415172,0.4809601605496375,0.5190398394503625,,,1501.58652791649,1538.12751855254,,,,,,,0.475200852320275,0.524799147679725,,,,
2021-09-25,2021,0,,BOS,NYY,1523.97454764482,1556.29741930745,0.48802471544332815,0.5119752845566719,,,1520.93691867958,1566.8104067249,,,,,,,0.48493695740404597,0.515063042595954,,,,
2021-09-25,2021,0,,OAK,HOU,1531.00814134585,1566.45234850166,0.4835364158053751,0.5164635841946249,,,1522.16382411622,1568.48700702334,,,,,,,0.45817520421372065,0.5418247957862794,,,,
2021-09-25,2021,0,,PHI,PIT,1503.67164077557,1429.45560263725,0.6376957506918716,0.36230424930812843,,,1504.05382005797,1421.31608515729,,,,,,,0.6498083480737319,0.3501916519262681,,,,
2021-09-25,2021,0,,CHC,STL,1459.83471765656,1501.87120171654,0.4740667052863026,0.5259332947136974,,,1466.12765827776,1499.58462351236,,,,,,,0.4948501550965948,0.5051498449034052,,,,
2021-09-24,2021,0,,SDP,ATL,1514.20620080363,1549.76134517828,0.4833769390899123,0.5166230609100877,,,1535.51541093317,1545.78649154653,,,,,,,0.5280080849578589,0.4719919150421411,,,,
2021-09-24,2021,0,,OAK,HOU,1531.00814134585,1566.45234850166,0.4835364158053751,0.5164635841946249,,,1522.16382411622,1568.48700702334,,,,,,,0.4613428112117438,0.5386571887882562,,,,
2021-09-24,2021,0,,ARI,LAD,1446.65404633497,1595.24091214439,0.3280143453077428,0.6719856546922571,,,1447.67857436513,1602.4196313157,,,,,,,0.3303669452936081,0.6696330547063919,,,,
2021-09-24,2021,0,,ANA,SEA,1478.15638355694,1497.70179523566,0.5064103166620199,0.49358968333798015,,,1489.90979813406,1484.86291490991,,,,,,,0.535349941355599,0.464650058644401,,,,
2021-09-24,2021,0,,MIN,TOR,1482.60276084942,1530.03383020797,0.4663310091161607,0.5336689908838392,,,1493.97650389734,1529.53702401178,,,,,,,0.47561467965452386,0.5243853203454761,,,,
2021-09-24,2021,0,,MIL,NYM,1544.7872499585,1491.72666173945,0.6091156474405597,0.3908843525594403,,,1542.56174552803,1513.23812627799,,,,,,,0.5760189188642134,0.4239810811357866,,,,
2021-09-24,2021,0,,COL,SFG,1490.31986980163,1567.18513229371,0.4245025184958598,0.5754974815041403,,,1469.41469378385,1547.80015435408,,,,,,,0.42938768247716314,0.5706123175228368,,,,
2021-09-24,2021,0,,CHC,STL,1459.83471765656,1501.87120171654,0.4740667052863026,0.5259332947136974,,,1466.12765827776,1499.58462351236,,,,,,,0.4948501550965948,0.5051498449034052,,,,
2021-09-24,2021,0,,TBD,FLA,1576.16967999823,1474.41201421677,0.6734694926884618,0.3265305073115382,,,1571.22411836442,1467.7166661226,,,,,,,0.6822041707434863,0.31779582925651373,,,,
2021-09-24,2021,0,,DET,KCR,1471.38331136005,1471.646204658,0.5341073908513143,0.4658926091486857,,,1467.40352099158,1469.47558398082,,,,,,,0.5313389333533833,0.46866106664661666,,,,
2021-09-24,2021,0,,CLE,CHW,1496.85625815975,1534.09289415172,0.4809601605496375,0.5190398394503625,,,1501.58652791649,1538.12751855254,,,,,,,0.475200852320275,0.524799147679725,,,,
2021-09-24,2021,0,,CIN,WSN,1521.14990443105,1487.77753321268,0.5818231038671559,0.41817689613284414,,,1516.6100577261,1496.60190060511,,,,,,,0.5810418168662981,0.4189581831337019,,,,
2021-09-24,2021,0,,BOS,NYY,1523.97454764482,1556.29741930745,0.48802471544332815,0.5119752845566719,,,1520.93691867958,1566.8104067249,,,,,,,0.4874539550458709,0.512546044954129,,,,
2021-09-24,2021,0,,PHI,PIT,1503.67164077557,1429.45560263725,0.6376957506918716,0.36230424930812843,,,1504.05382005797,1421.31608515729,,,,,,,0.6498083480737319,0.3501916519262681,,,,
2021-09-24,2021,0,,BAL,TEX,1423.8516565553,1431.70764117931,0.5232163992100836,0.47678360078991644,,,1415.17727098673,1433.89542214662,,,,,,,0.5128073545760096,0.48719264542399043,,,,
2021-09-24,2021,0,,CHC,STL,1459.83471765656,1501.87120171654,0.4740667052863026,0.5259332947136974,,,1466.12765827776,1499.58462351236,,,,,,,0.500049649498127,0.499950350501873,,,,
2021-09-23,2021,0,,ANA,HOU,1478.15638355694,1566.45234850166,0.4085126717605861,0.591487328239414,,,1489.90979813406,1568.48700702334,,,,,,,0.4230806268745477,0.5769193731254523,,,,
